order_id,sku,qty,amount,fail_at,comp_fail_at
ORD000594,ADAPTER-USB-C,2,302.6,,
ORD000595,WIDGET-B,6,774.0,,
ORD000596,PANEL-40W,3,392.19,,
ORD000597,WIDGET-B,3,387.0,,
ORD000598,SENSOR-T1,10,3851.3,,
ORD000599,PANEL-40W,9,1176.57,,
ORD000600,MODULE-Z,7,2545.27,,
ORD000601,PANEL-40W,9,1176.57,,
ORD000602,SENSOR-T1,8,3081.04,,
ORD000603,BATTERY-AA,10,2718.9,,
ORD000604,CABLE-2M,2,882.36,,
ORD000605,WIDGET-B,9,1161.0,,
ORD000606,GIZMO-PRO,7,1402.52,,
ORD000607,ADAPTER-USB-C,4,605.2,,
ORD000608,CABLE-2M,6,2647.08,,
ORD000609,ADAPTER-USB-C,7,1059.1,,
ORD000610,CABLE-2M,2,882.36,,
ORD000611,MODULE-Z,7,2545.27,,
ORD000612,MODULE-Z,5,1818.05,,
ORD000613,MODULE-Z,3,1090.83,,
ORD000614,ADAPTER-USB-C,2,302.6,,
ORD000615,WIDGET-B,2,258.0,,
ORD000616,WIDGET-B,7,903.0,,
ORD000617,WIDGET-B,6,774.0,,
ORD000618,GADGET-X,9,1971.09,,
ORD000619,WIDGET-A,10,3501.9,,
ORD000620,BATTERY-AA,9,2447.01,,
ORD000621,MODULE-Z,2,727.22,,
ORD000622,CABLE-2M,6,2647.08,,
ORD000623,CABLE-2M,1,441.18,,
ORD000624,SENSOR-T1,10,3851.3,,
ORD000625,SENSOR-T1,6,2310.78,,
ORD000626,WIDGET-B,10,1290.0,,
ORD000627,BATTERY-AA,4,1087.56,inventory,order
ORD000628,GADGET-X,8,1752.08,,
ORD000629,GIZMO-PRO,2,400.72,,
ORD000630,MODULE-Z,9,3272.49,,
ORD000631,MODULE-Z,2,727.22,,
ORD000632,SENSOR-T1,10,3851.3,,
ORD000633,GIZMO-PRO,7,1402.52,,
ORD000634,BATTERY-AA,10,2718.9,,
ORD000635,PANEL-40W,9,1176.57,,
ORD000636,WIDGET-A,10,3501.9,,
ORD000637,SENSOR-T1,1,385.13,order,
ORD000638,GADGET-X,5,1095.05,,
ORD000639,SENSOR-T1,6,2310.78,,
ORD000640,MODULE-Z,1,363.61,,
ORD000641,GADGET-X,3,657.03,,
ORD000642,PANEL-40W,7,915.11,,
ORD000643,WIDGET-B,3,387.0,,
ORD000644,WIDGET-A,2,700.38,,
ORD000645,BATTERY-AA,4,1087.56,,
ORD000646,CABLE-2M,7,3088.26,,
ORD000647,ADAPTER-USB-C,6,907.8,,
ORD000648,GADGET-X,6,1314.06,,
ORD000649,SENSOR-T1,6,2310.78,,
ORD000650,PANEL-40W,10,1307.3,,
ORD000651,WIDGET-B,1,129.0,,
ORD000652,GADGET-X,3,657.03,,
ORD000653,PANEL-40W,1,130.73,,
ORD000654,WIDGET-B,5,645.0,order,
ORD000655,ADAPTER-USB-C,7,1059.1,,
ORD000656,ADAPTER-USB-C,10,1513.0,,
ORD000657,ADAPTER-USB-C,7,1059.1,,
ORD000658,SENSOR-T1,4,1540.52,,
ORD000659,BATTERY-AA,2,543.78,,
ORD000660,MODULE-Z,7,2545.27,,
ORD000661,WIDGET-B,5,645.0,,
ORD000662,PANEL-40W,8,1045.84,,
ORD000663,BATTERY-AA,5,1359.45,,
ORD000664,WIDGET-A,4,1400.76,,
ORD000665,CABLE-2M,10,4411.8,,
ORD000666,WIDGET-A,1,350.19,,
ORD000667,GIZMO-PRO,5,1001.8,inventory,
ORD000668,GIZMO-PRO,3,601.08,,
ORD000669,SENSOR-T1,5,1925.65,,
ORD000670,MODULE-Z,2,727.22,inventory,
ORD000671,WIDGET-A,8,2801.52,,
ORD000672,CABLE-2M,3,1323.54,,
ORD000673,GADGET-X,7,1533.07,,
ORD000674,BATTERY-AA,4,1087.56,,
ORD000675,BATTERY-AA,9,2447.01,,
ORD000676,MODULE-Z,2,727.22,,
ORD000677,CABLE-2M,1,441.18,,
ORD000678,CABLE-2M,1,441.18,,
ORD000679,ADAPTER-USB-C,2,302.6,,
ORD000680,MODULE-Z,10,3636.1,,
ORD000681,CABLE-2M,10,4411.8,,
ORD000682,CABLE-2M,7,3088.26,,
ORD000683,SENSOR-T1,2,770.26,,
ORD000684,CABLE-2M,1,441.18,,
ORD000685,MODULE-Z,3,1090.83,,
ORD000686,PANEL-40W,8,1045.84,,
ORD000687,MODULE-Z,2,727.22,,
ORD000688,CABLE-2M,2,882.36,,
ORD000689,GIZMO-PRO,7,1402.52,,
ORD000690,PANEL-40W,7,915.11,,
ORD000691,BATTERY-AA,2,543.78,,
ORD000692,CABLE-2M,5,2205.9,,
ORD000693,MODULE-Z,4,1454.44,,
ORD000694,MODULE-Z,3,1090.83,,
ORD000695,WIDGET-B,9,1161.0,,
ORD000696,WIDGET-B,9,1161.0,,
ORD000697,BATTERY-AA,4,1087.56,,
ORD000698,MODULE-Z,6,2181.66,,
ORD000699,GADGET-X,4,876.04,,
ORD000700,WIDGET-B,3,387.0,,
ORD000701,SENSOR-T1,4,1540.52,inventory,
ORD000702,GADGET-X,10,2190.1,,
ORD000703,GADGET-X,2,438.02,,
ORD000704,GADGET-X,8,1752.08,,
ORD000705,ADAPTER-USB-C,10,1513.0,,
ORD000706,PANEL-40W,8,1045.84,,
ORD000707,PANEL-40W,10,1307.3,,
ORD000708,MODULE-Z,6,2181.66,,
ORD000709,GADGET-X,8,1752.08,,
ORD000710,WIDGET-B,8,1032.0,,
ORD000711,ADAPTER-USB-C,5,756.5,,
ORD000712,SENSOR-T1,10,3851.3,,
ORD000713,WIDGET-A,6,2101.14,,
ORD000714,BATTERY-AA,2,543.78,,
ORD000715,SENSOR-T1,8,3081.04,,
ORD000716,ADAPTER-USB-C,1,151.3,,
ORD000717,WIDGET-A,6,2101.14,,
ORD000718,SENSOR-T1,2,770.26,,
ORD000719,WIDGET-B,10,1290.0,,
ORD000720,PANEL-40W,9,1176.57,,
ORD000721,CABLE-2M,8,3529.44,,
ORD000722,PANEL-40W,9,1176.57,,
ORD000723,WIDGET-A,8,2801.52,,
ORD000724,PANEL-40W,4,522.92,,
ORD000725,MODULE-Z,10,3636.1,,
ORD000726,ADAPTER-USB-C,9,1361.7,,
ORD000727,GADGET-X,1,219.01,,
ORD000728,ADAPTER-USB-C,2,302.6,,
ORD000729,MODULE-Z,2,727.22,,
ORD000730,BATTERY-AA,3,815.67,,
ORD000731,WIDGET-A,4,1400.76,,
ORD000732,ADAPTER-USB-C,8,1210.4,,
ORD000733,BATTERY-AA,9,2447.01,,
ORD000734,PANEL-40W,3,392.19,,
ORD000735,MODULE-Z,6,2181.66,,
ORD000736,SENSOR-T1,7,2695.91,,
ORD000737,CABLE-2M,6,2647.08,,
ORD000738,PANEL-40W,1,130.73,,
ORD000739,MODULE-Z,2,727.22,,
ORD000740,MODULE-Z,2,727.22,,
ORD000741,BATTERY-AA,7,1903.23,,
ORD000742,SENSOR-T1,5,1925.65,,
ORD000743,PANEL-40W,3,392.19,,
ORD000744,MODULE-Z,2,727.22,,
ORD000745,PANEL-40W,3,392.19,,
ORD000746,MODULE-Z,5,1818.05,,
ORD000747,CABLE-2M,3,1323.54,,
ORD000748,PANEL-40W,2,261.46,,
ORD000749,SENSOR-T1,9,3466.17,,
ORD000750,CABLE-2M,6,2647.08,,
ORD000751,GADGET-X,9,1971.09,,
ORD000752,WIDGET-B,7,903.0,,
ORD000753,BATTERY-AA,6,1631.34,,
ORD000754,WIDGET-A,6,2101.14,,
ORD000755,SENSOR-T1,3,1155.39,,
ORD000756,GIZMO-PRO,6,1202.16,,
ORD000757,ADAPTER-USB-C,4,605.2,,
ORD000758,GIZMO-PRO,3,601.08,,
ORD000759,GADGET-X,2,438.02,,
ORD000760,SENSOR-T1,2,770.26,,
ORD000761,BATTERY-AA,9,2447.01,,
ORD000762,BATTERY-AA,1,271.89,,
ORD000763,MODULE-Z,10,3636.1,,
ORD000764,GADGET-X,10,2190.1,,
ORD000765,CABLE-2M,3,1323.54,,
ORD000766,GADGET-X,3,657.03,,
ORD000767,PANEL-40W,3,392.19,,
ORD000768,ADAPTER-USB-C,1,151.3,,
ORD000769,CABLE-2M,6,2647.08,,
ORD000770,GIZMO-PRO,8,1602.88,,
ORD000771,PANEL-40W,5,653.65,,
ORD000772,ADAPTER-USB-C,4,605.2,,
ORD000773,BATTERY-AA,4,1087.56,,
ORD000774,SENSOR-T1,8,3081.04,,
ORD000775,GIZMO-PRO,6,1202.16,,
ORD000776,PANEL-40W,8,1045.84,,
ORD000777,ADAPTER-USB-C,5,756.5,,
ORD000778,CABLE-2M,9,3970.62,,
ORD000779,BATTERY-AA,7,1903.23,,
ORD000780,GADGET-X,4,876.04,,
ORD000781,PANEL-40W,3,392.19,,
ORD000782,SENSOR-T1,1,385.13,,
ORD000783,ADAPTER-USB-C,6,907.8,,
ORD000784,BATTERY-AA,2,543.78,,
ORD000785,BATTERY-AA,2,543.78,,
ORD000786,SENSOR-T1,2,770.26,,
ORD000787,GADGET-X,5,1095.05,,
ORD000788,ADAPTER-USB-C,9,1361.7,order,
ORD000789,GADGET-X,7,1533.07,,
ORD000790,WIDGET-B,4,516.0,,
ORD000791,ADAPTER-USB-C,6,907.8,,
ORD000792,WIDGET-A,7,2451.33,,
ORD000793,WIDGET-A,7,2451.33,,
ORD000794,BATTERY-AA,6,1631.34,,
ORD000795,GIZMO-PRO,7,1402.52,,
ORD000796,WIDGET-B,6,774.0,,
ORD000797,GIZMO-PRO,1,200.36,,
ORD000798,MODULE-Z,2,727.22,,
ORD000799,MODULE-Z,3,1090.83,,
ORD000800,GADGET-X,1,219.01,,
ORD000801,SENSOR-T1,8,3081.04,,
ORD000802,GADGET-X,8,1752.08,,
ORD000803,ADAPTER-USB-C,10,1513.0,,
ORD000804,WIDGET-A,2,700.38,,
ORD000805,WIDGET-A,5,1750.95,,
ORD000806,GIZMO-PRO,3,601.08,,
ORD000807,BATTERY-AA,10,2718.9,,
ORD000808,BATTERY-AA,7,1903.23,,
ORD000809,WIDGET-B,5,645.0,,
ORD000810,GIZMO-PRO,5,1001.8,,
ORD000811,WIDGET-B,1,129.0,,
ORD000812,GIZMO-PRO,7,1402.52,,
ORD000813,PANEL-40W,8,1045.84,,
ORD000814,WIDGET-B,2,258.0,,
ORD000815,ADAPTER-USB-C,10,1513.0,order,
ORD000816,BATTERY-AA,1,271.89,,
ORD000817,BATTERY-AA,10,2718.9,,
ORD000818,GIZMO-PRO,3,601.08,,
ORD000819,SENSOR-T1,7,2695.91,,
ORD000820,WIDGET-A,10,3501.9,,
ORD000821,MODULE-Z,4,1454.44,,
ORD000822,PANEL-40W,7,915.11,,
ORD000823,GADGET-X,2,438.02,,
ORD000824,BATTERY-AA,6,1631.34,,
ORD000825,WIDGET-B,9,1161.0,,
ORD000826,BATTERY-AA,9,2447.01,,
ORD000827,BATTERY-AA,9,2447.01,,
ORD000828,WIDGET-A,7,2451.33,,
ORD000829,ADAPTER-USB-C,1,151.3,,
ORD000830,CABLE-2M,6,2647.08,,
ORD000831,SENSOR-T1,1,385.13,,
ORD000832,MODULE-Z,2,727.22,,
ORD000833,MODULE-Z,4,1454.44,,
ORD000834,WIDGET-B,10,1290.0,,
ORD000835,MODULE-Z,3,1090.83,,
ORD000836,WIDGET-A,6,2101.14,,
ORD000837,BATTERY-AA,6,1631.34,,
ORD000838,GADGET-X,8,1752.08,,
ORD000839,ADAPTER-USB-C,3,453.9,,
ORD000840,GADGET-X,2,438.02,,
ORD000841,ADAPTER-USB-C,1,151.3,,
ORD000842,SENSOR-T1,4,1540.52,,
ORD000843,WIDGET-A,4,1400.76,,
ORD000844,WIDGET-A,6,2101.14,,
ORD000845,SENSOR-T1,9,3466.17,,
ORD000846,CABLE-2M,9,3970.62,,
ORD000847,ADAPTER-USB-C,5,756.5,,
ORD000848,WIDGET-A,4,1400.76,,
ORD000849,SENSOR-T1,6,2310.78,,
ORD000850,WIDGET-A,6,2101.14,,
ORD000851,SENSOR-T1,2,770.26,,
ORD000852,MODULE-Z,7,2545.27,,
ORD000853,CABLE-2M,8,3529.44,,
ORD000854,CABLE-2M,6,2647.08,,
ORD000855,GADGET-X,8,1752.08,,
ORD000856,ADAPTER-USB-C,6,907.8,,
ORD000857,BATTERY-AA,5,1359.45,,
ORD000858,WIDGET-B,7,903.0,,
ORD000859,WIDGET-B,7,903.0,inventory,
ORD000860,PANEL-40W,3,392.19,,
ORD000861,BATTERY-AA,5,1359.45,,
ORD000862,MODULE-Z,2,727.22,,
ORD000863,WIDGET-B,6,774.0,,
ORD000864,SENSOR-T1,5,1925.65,,
ORD000865,ADAPTER-USB-C,10,1513.0,inventory,
ORD000866,CABLE-2M,3,1323.54,,
ORD000867,ADAPTER-USB-C,6,907.8,,
ORD000868,ADAPTER-USB-C,1,151.3,,
ORD000869,MODULE-Z,10,3636.1,,
ORD000870,CABLE-2M,5,2205.9,,
ORD000871,WIDGET-A,2,700.38,inventory,
ORD000872,CABLE-2M,6,2647.08,,
ORD000873,BATTERY-AA,3,815.67,,
ORD000874,WIDGET-A,3,1050.57,,
ORD000875,PANEL-40W,8,1045.84,,
ORD000876,WIDGET-A,3,1050.57,,
ORD000877,WIDGET-B,4,516.0,,
ORD000878,MODULE-Z,6,2181.66,,
ORD000879,CABLE-2M,10,4411.8,,
ORD000880,WIDGET-A,10,3501.9,,
ORD000881,GADGET-X,8,1752.08,,
ORD000882,MODULE-Z,6,2181.66,order,
ORD000883,ADAPTER-USB-C,2,302.6,,
ORD000884,PANEL-40W,3,392.19,,
ORD000885,BATTERY-AA,6,1631.34,,
ORD000886,CABLE-2M,6,2647.08,,
ORD000887,SENSOR-T1,4,1540.52,,
ORD000888,WIDGET-B,1,129.0,,
ORD000889,GADGET-X,8,1752.08,,
ORD000890,BATTERY-AA,7,1903.23,,
ORD000891,BATTERY-AA,2,543.78,,
ORD000892,SENSOR-T1,5,1925.65,,
ORD000893,ADAPTER-USB-C,4,605.2,,
ORD000894,PANEL-40W,5,653.65,,
ORD000895,ADAPTER-USB-C,4,605.2,,
ORD000896,WIDGET-B,3,387.0,order,
ORD000897,WIDGET-B,8,1032.0,,
ORD000898,GADGET-X,8,1752.08,,
ORD000899,WIDGET-B,6,774.0,inventory,order
ORD000900,MODULE-Z,2,727.22,inventory,
ORD000901,BATTERY-AA,9,2447.01,,
ORD000902,SENSOR-T1,5,1925.65,,
ORD000903,GADGET-X,3,657.03,order,
ORD000904,MODULE-Z,9,3272.49,,
ORD000905,GIZMO-PRO,2,400.72,,
ORD000906,GIZMO-PRO,3,601.08,,
ORD000907,GIZMO-PRO,8,1602.88,,
ORD000908,WIDGET-A,6,2101.14,,
ORD000909,BATTERY-AA,10,2718.9,,
ORD000910,MODULE-Z,8,2908.88,,
ORD000911,BATTERY-AA,3,815.67,,
ORD000912,PANEL-40W,2,261.46,,
ORD000913,WIDGET-B,5,645.0,,
ORD000914,CABLE-2M,8,3529.44,,
ORD000915,BATTERY-AA,7,1903.23,,
ORD000916,CABLE-2M,10,4411.8,,
ORD000917,WIDGET-B,3,387.0,,
ORD000918,MODULE-Z,2,727.22,,
ORD000919,ADAPTER-USB-C,8,1210.4,,
ORD000920,BATTERY-AA,6,1631.34,,
ORD000921,GADGET-X,9,1971.09,,
ORD000922,PANEL-40W,3,392.19,,
ORD000923,GADGET-X,7,1533.07,,
ORD000924,BATTERY-AA,1,271.89,,
ORD000925,WIDGET-B,9,1161.0,,
ORD000926,GADGET-X,5,1095.05,,
ORD000927,GADGET-X,3,657.03,,
ORD000928,MODULE-Z,4,1454.44,,
ORD000929,MODULE-Z,9,3272.49,,
ORD000930,SENSOR-T1,2,770.26,,
ORD000931,SENSOR-T1,4,1540.52,,
ORD000932,BATTERY-AA,5,1359.45,,
ORD000933,GADGET-X,5,1095.05,,
ORD000934,PANEL-40W,9,1176.57,inventory,
ORD000935,WIDGET-B,9,1161.0,,
ORD000936,GADGET-X,10,2190.1,,
ORD000937,PANEL-40W,3,392.19,,
ORD000938,GADGET-X,10,2190.1,,
ORD000939,PANEL-40W,6,784.38,inventory,
ORD000940,PANEL-40W,1,130.73,,
ORD000941,WIDGET-A,2,700.38,,
ORD000942,WIDGET-A,10,3501.9,,
ORD000943,SENSOR-T1,4,1540.52,,
ORD000944,PANEL-40W,7,915.11,,
ORD000945,PANEL-40W,1,130.73,,
ORD000946,ADAPTER-USB-C,9,1361.7,,
ORD000947,SENSOR-T1,5,1925.65,,
ORD000948,ADAPTER-USB-C,4,605.2,,
ORD000949,CABLE-2M,5,2205.9,,
ORD000950,ADAPTER-USB-C,2,302.6,,
ORD000951,WIDGET-A,3,1050.57,,
ORD000952,ADAPTER-USB-C,7,1059.1,,
ORD000953,ADAPTER-USB-C,8,1210.4,order,
ORD000954,GIZMO-PRO,6,1202.16,inventory,
ORD000955,PANEL-40W,3,392.19,,
ORD000956,MODULE-Z,6,2181.66,,
ORD000957,MODULE-Z,7,2545.27,,
ORD000958,GADGET-X,6,1314.06,,
ORD000959,BATTERY-AA,9,2447.01,,
ORD000960,WIDGET-B,6,774.0,,
ORD000961,GIZMO-PRO,8,1602.88,,
ORD000962,WIDGET-B,5,645.0,,
ORD000963,ADAPTER-USB-C,4,605.2,,
ORD000964,GADGET-X,2,438.02,,
ORD000965,WIDGET-A,5,1750.95,,
ORD000966,CABLE-2M,10,4411.8,,
ORD000967,CABLE-2M,4,1764.72,,
ORD000968,GADGET-X,6,1314.06,,
ORD000969,PANEL-40W,6,784.38,,
ORD000970,GIZMO-PRO,3,601.08,,
ORD000971,ADAPTER-USB-C,9,1361.7,,
ORD000972,ADAPTER-USB-C,8,1210.4,,
ORD000973,SENSOR-T1,8,3081.04,,
ORD000974,WIDGET-A,2,700.38,,
ORD000975,CABLE-2M,9,3970.62,,
ORD000976,ADAPTER-USB-C,4,605.2,,
ORD000977,GIZMO-PRO,10,2003.6,,
ORD000978,MODULE-Z,1,363.61,,
ORD000979,WIDGET-A,5,1750.95,,
ORD000980,ADAPTER-USB-C,10,1513.0,,
ORD000981,ADAPTER-USB-C,5,756.5,,
ORD000982,BATTERY-AA,1,271.89,,
ORD000983,WIDGET-B,7,903.0,,
ORD000984,GADGET-X,5,1095.05,,
ORD000985,MODULE-Z,7,2545.27,,
ORD000986,MODULE-Z,1,363.61,,
ORD000987,CABLE-2M,1,441.18,,
ORD000988,PANEL-40W,9,1176.57,,
ORD000989,GIZMO-PRO,6,1202.16,,
ORD000990,BATTERY-AA,5,1359.45,,
ORD000991,WIDGET-B,7,903.0,,
ORD000992,BATTERY-AA,8,2175.12,,
ORD000993,BATTERY-AA,5,1359.45,,
ORD000994,PANEL-40W,10,1307.3,,
ORD000995,WIDGET-B,3,387.0,,
ORD000996,WIDGET-B,7,903.0,,
ORD000997,MODULE-Z,6,2181.66,,
ORD000998,BATTERY-AA,6,1631.34,,
ORD000999,GADGET-X,4,876.04,,
ORD001000,PANEL-40W,9,1176.57,,
ORD001001,CABLE-2M,9,3970.62,,
ORD001002,WIDGET-A,1,350.19,,
ORD001003,WIDGET-A,3,1050.57,inventory,
ORD001004,MODULE-Z,8,2908.88,,
ORD001005,BATTERY-AA,8,2175.12,,
ORD001006,GADGET-X,10,2190.1,,
ORD001007,BATTERY-AA,3,815.67,,
ORD001008,MODULE-Z,10,3636.1,,
ORD001009,MODULE-Z,3,1090.83,,
ORD001010,CABLE-2M,10,4411.8,,
ORD001011,SENSOR-T1,10,3851.3,order,inventory
ORD001012,MODULE-Z,9,3272.49,,
ORD001013,BATTERY-AA,9,2447.01,,
ORD001014,ADAPTER-USB-C,10,1513.0,,
ORD001015,SENSOR-T1,8,3081.04,,
ORD001016,WIDGET-A,6,2101.14,,
ORD001017,MODULE-Z,2,727.22,,
ORD001018,CABLE-2M,10,4411.8,,
ORD001019,SENSOR-T1,1,385.13,,
ORD001020,PANEL-40W,8,1045.84,,
ORD001021,SENSOR-T1,10,3851.3,,
ORD001022,PANEL-40W,4,522.92,,
ORD001023,WIDGET-A,10,3501.9,,
ORD001024,ADAPTER-USB-C,3,453.9,,
ORD001025,BATTERY-AA,10,2718.9,,
ORD001026,CABLE-2M,3,1323.54,,
ORD001027,GIZMO-PRO,1,200.36,,
ORD001028,PANEL-40W,2,261.46,,
ORD001029,GIZMO-PRO,1,200.36,,
ORD001030,ADAPTER-USB-C,6,907.8,,
ORD001031,CABLE-2M,3,1323.54,,
ORD001032,CABLE-2M,4,1764.72,,
ORD001033,CABLE-2M,9,3970.62,,
ORD001034,PANEL-40W,8,1045.84,,
ORD001035,WIDGET-A,3,1050.57,,
ORD001036,BATTERY-AA,4,1087.56,,
ORD001037,BATTERY-AA,6,1631.34,,
ORD001038,ADAPTER-USB-C,9,1361.7,,
ORD001039,CABLE-2M,6,2647.08,,
ORD001040,GADGET-X,8,1752.08,,
ORD001041,BATTERY-AA,6,1631.34,,
ORD001042,BATTERY-AA,6,1631.34,,
ORD001043,SENSOR-T1,10,3851.3,,
ORD001044,ADAPTER-USB-C,4,605.2,,
ORD001045,GIZMO-PRO,5,1001.8,,
ORD001046,BATTERY-AA,5,1359.45,,
ORD001047,GIZMO-PRO,5,1001.8,,
ORD001048,SENSOR-T1,4,1540.52,,
ORD001049,ADAPTER-USB-C,6,907.8,,
ORD001050,ADAPTER-USB-C,6,907.8,,
ORD001051,BATTERY-AA,5,1359.45,,
ORD001052,SENSOR-T1,2,770.26,,
ORD001053,PANEL-40W,9,1176.57,,
ORD001054,CABLE-2M,7,3088.26,,
ORD001055,MODULE-Z,3,1090.83,,
ORD001056,SENSOR-T1,1,385.13,,
ORD001057,SENSOR-T1,2,770.26,,
ORD001058,MODULE-Z,8,2908.88,,
ORD001059,SENSOR-T1,8,3081.04,,
ORD001060,GIZMO-PRO,4,801.44,,
ORD001061,BATTERY-AA,5,1359.45,,
ORD001062,BATTERY-AA,5,1359.45,,
ORD001063,GADGET-X,2,438.02,,
ORD001064,PANEL-40W,10,1307.3,,
ORD001065,GIZMO-PRO,4,801.44,,
ORD001066,WIDGET-A,9,3151.71,,
ORD001067,GIZMO-PRO,4,801.44,,
ORD001068,WIDGET-A,2,700.38,,
ORD001069,CABLE-2M,6,2647.08,,
ORD001070,ADAPTER-USB-C,2,302.6,,
ORD001071,GADGET-X,1,219.01,,
ORD001072,BATTERY-AA,3,815.67,,
ORD001073,CABLE-2M,8,3529.44,,
ORD001074,ADAPTER-USB-C,4,605.2,,
ORD001075,SENSOR-T1,6,2310.78,,
ORD001076,SENSOR-T1,1,385.13,,
ORD001077,WIDGET-B,10,1290.0,order,inventory
ORD001078,GIZMO-PRO,9,1803.24,,
ORD001079,WIDGET-A,3,1050.57,,
ORD001080,CABLE-2M,3,1323.54,,
ORD001081,WIDGET-A,7,2451.33,,
ORD001082,ADAPTER-USB-C,3,453.9,,
ORD001083,SENSOR-T1,1,385.13,,
ORD001084,WIDGET-A,5,1750.95,order,
ORD001085,PANEL-40W,10,1307.3,order,inventory
ORD001086,WIDGET-B,6,774.0,,
ORD001087,SENSOR-T1,8,3081.04,,
ORD001088,BATTERY-AA,9,2447.01,,
ORD001089,ADAPTER-USB-C,3,453.9,,
ORD001090,BATTERY-AA,8,2175.12,,
ORD001091,SENSOR-T1,4,1540.52,,
ORD001092,WIDGET-B,6,774.0,,
ORD001093,GADGET-X,8,1752.08,,
ORD001094,SENSOR-T1,3,1155.39,inventory,
ORD001095,WIDGET-A,6,2101.14,,
ORD001096,SENSOR-T1,10,3851.3,,
ORD001097,GIZMO-PRO,3,601.08,inventory,
ORD001098,PANEL-40W,7,915.11,,
ORD001099,CABLE-2M,9,3970.62,,
ORD001100,MODULE-Z,2,727.22,,
ORD001101,CABLE-2M,2,882.36,,
ORD001102,GADGET-X,3,657.03,,
ORD001103,ADAPTER-USB-C,6,907.8,,
ORD001104,GIZMO-PRO,1,200.36,,
ORD001105,SENSOR-T1,7,2695.91,,
ORD001106,GIZMO-PRO,8,1602.88,inventory,
ORD001107,SENSOR-T1,6,2310.78,,
ORD001108,SENSOR-T1,10,3851.3,,
ORD001109,PANEL-40W,1,130.73,,
ORD001110,SENSOR-T1,6,2310.78,,
ORD001111,GIZMO-PRO,1,200.36,,
ORD001112,WIDGET-B,8,1032.0,,
ORD001113,SENSOR-T1,3,1155.39,,
ORD001114,CABLE-2M,9,3970.62,,
ORD001115,SENSOR-T1,2,770.26,,
ORD001116,SENSOR-T1,6,2310.78,,
ORD001117,PANEL-40W,4,522.92,,
ORD001118,GIZMO-PRO,3,601.08,,
ORD001119,ADAPTER-USB-C,3,453.9,,
ORD001120,ADAPTER-USB-C,10,1513.0,,
ORD001121,MODULE-Z,7,2545.27,,
ORD001122,BATTERY-AA,8,2175.12,,
ORD001123,BATTERY-AA,4,1087.56,,
ORD001124,GIZMO-PRO,10,2003.6,,
ORD001125,WIDGET-B,9,1161.0,,
ORD001126,ADAPTER-USB-C,9,1361.7,,
ORD001127,MODULE-Z,2,727.22,,
ORD001128,PANEL-40W,2,261.46,,
ORD001129,WIDGET-A,9,3151.71,,
ORD001130,BATTERY-AA,4,1087.56,,
ORD001131,PANEL-40W,9,1176.57,,
ORD001132,GADGET-X,3,657.03,,
ORD001133,MODULE-Z,9,3272.49,,
ORD001134,ADAPTER-USB-C,2,302.6,,
ORD001135,GIZMO-PRO,10,2003.6,,
ORD001136,ADAPTER-USB-C,2,302.6,,
ORD001137,BATTERY-AA,8,2175.12,,
ORD001138,WIDGET-A,8,2801.52,,
ORD001139,GADGET-X,9,1971.09,order,
ORD001140,CABLE-2M,8,3529.44,order,
ORD001141,PANEL-40W,1,130.73,,
ORD001142,BATTERY-AA,8,2175.12,,
ORD001143,SENSOR-T1,1,385.13,,
ORD001144,CABLE-2M,5,2205.9,,
ORD001145,WIDGET-A,4,1400.76,,
ORD001146,PANEL-40W,2,261.46,,
ORD001147,WIDGET-A,7,2451.33,,
ORD001148,MODULE-Z,2,727.22,,
ORD001149,BATTERY-AA,1,271.89,,
ORD001150,WIDGET-B,8,1032.0,,
ORD001151,WIDGET-A,5,1750.95,,
ORD001152,CABLE-2M,3,1323.54,,
ORD001153,GADGET-X,7,1533.07,,
ORD001154,MODULE-Z,7,2545.27,,
ORD001155,ADAPTER-USB-C,7,1059.1,,
ORD001156,CABLE-2M,2,882.36,,
ORD001157,BATTERY-AA,3,815.67,,
ORD001158,MODULE-Z,2,727.22,,
ORD001159,GADGET-X,9,1971.09,,
ORD001160,CABLE-2M,9,3970.62,,
ORD001161,GADGET-X,4,876.04,,
ORD001162,WIDGET-A,1,350.19,,
ORD001163,SENSOR-T1,8,3081.04,,
ORD001164,BATTERY-AA,7,1903.23,,
ORD001165,BATTERY-AA,7,1903.23,,
ORD001166,GIZMO-PRO,4,801.44,,
ORD001167,ADAPTER-USB-C,6,907.8,,
ORD001168,GADGET-X,5,1095.05,,
ORD001169,GIZMO-PRO,2,400.72,,
ORD001170,WIDGET-A,7,2451.33,,
ORD001171,PANEL-40W,1,130.73,,
ORD001172,GIZMO-PRO,4,801.44,,
ORD001173,WIDGET-B,2,258.0,,
ORD001174,PANEL-40W,1,130.73,,
ORD001175,ADAPTER-USB-C,10,1513.0,,
ORD001176,WIDGET-A,4,1400.76,,
ORD001177,WIDGET-A,7,2451.33,,
ORD001178,ADAPTER-USB-C,4,605.2,,
ORD001179,BATTERY-AA,4,1087.56,,
ORD001180,WIDGET-A,3,1050.57,,
ORD001181,BATTERY-AA,5,1359.45,,
ORD001182,GIZMO-PRO,10,2003.6,,
ORD001183,MODULE-Z,10,3636.1,,
ORD001184,PANEL-40W,6,784.38,,
ORD001185,GIZMO-PRO,5,1001.8,,
ORD001186,GADGET-X,9,1971.09,inventory,
ORD001187,GIZMO-PRO,7,1402.52,,
